_io,asset_ID,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,error,tracking_valid,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x0000029FC4A06D10>,1052683088,-0.0897735133767128,-0.1657041609287262,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.6945891380310059,0.12867523729801178,0.1740645468235016,-324,869216,6,3,True,Left,Front,Right,Centre,64
<_io.BytesIO object at 0x0000029FC4A069F0>,1052683383,-0.08976957201957703,-0.16568030416965485,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.6945891380310059,0.12867523729801178,0.1740645468235016,-324,869217,6,3,True,Left,Front,Right,Centre,64
<_io.BytesIO object at 0x0000029FC49D9770>,1052683783,-0.089765764772892,-0.16564853489398956,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.6945891380310059,0.12867523729801178,0.1740645468235016,-324,869218,6,3,True,Left,Front,Right,Centre,64
<_io.BytesIO object at 0x0000029FC49D99A0>,1052684027,-0.08975095301866531,-0.16561275720596313,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.6945891380310059,0.12867523729801178,0.1740645468235016,-324,869219,6,3,True,Left,Front,Right,Centre,64
<_io.BytesIO object at 0x0000029FC1C50E00>,1052684338,-0.08973777294158936,-0.16556812822818756,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.6945891380310059,0.12867523729801178,0.1740645468235016,-324,869220,6,3,True,Left,Front,Right,Centre,64
<_io.BytesIO object at 0x0000029FC4A060E0>,1052684841,-0.08974040299654007,-0.16552689671516418,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.6945891380310059,0.12867523729801178,0.1740645468235016,-324,869221,6,3,True,Left,Front,Right,Centre,64
<_io.BytesIO object at 0x0000029FC1C50B80>,1052687268,-0.08981424570083618,-0.1654127836227417,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.6945891380310059,0.12867523729801178,0.1740645468235016,-324,869222,6,3,True,Left,Front,Right,Centre,64
<_io.BytesIO object at 0x0000029FC1C50130>,1052688191,-0.089806467294693,-0.16534237563610077,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.6945891380310059,0.12867523729801178,0.1740645468235016,-324,869223,6,3,True,Left,Front,Right,Centre,64
<_io.BytesIO object at 0x0000029FC49D92C0>,1052688770,-0.0897948294878006,-0.16529043018817902,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.6945891380310059,0.12867523729801178,0.1740645468235016,-324,869224,6,3,True,Left,Front,Right,Centre,64
<_io.BytesIO object at 0x0000029FC4A06270>,1052689473,-0.08978256583213806,-0.16522961854934692,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.6945891380310059,0.12867523729801178,0.1740645468235016,-324,869225,6,3,True,Left,Front,Right,Centre,64
