_io,asset_ID,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,error,tracking_valid,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x0000014EBBD6E900>,1058824140,0.12517088651657104,-0.14550185203552246,0.6470925807952881,0.09316517412662506,-0.13607832789421082,0.6067185997962952,0.11917632073163986,-0.05807929113507271,27027,188105,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBD6EAE0>,3105505058,-4.8919908649382597e-26,8.451452107188704e-36,192.24656677246094,-3.054329349671546e+34,2.517040327589523e-40,6.979497708007332e-39,9.183549615799121e-41,-1.28125,15994,188105,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAE590>,1023402180,-0.06155746430158615,0.21219485998153687,-0.21746879816055298,-0.12374601513147354,-0.9446520805358887,0.002963618841022253,1.8367239361444675e-40,-1.627025617018337e-30,16134,188105,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAED10>,1038352000,0.2848479449748993,-0.08687731623649597,-0.058838143944740295,0.6414040327072144,-0.7599942684173584,0.0,0.0,0.0,0,188105,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAE310>,0,0.0,1.401298464324817e-44,3.643376007244524e-43,9.183689745645554e-41,0.2908776104450226,0.03692908585071564,-0.08709090203046799,0.007337391376495361,586,188105,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBD54C70>,1058818836,0.12402256578207016,-0.14561988413333893,0.6470543146133423,0.09237170964479446,-0.1361292600631714,0.6062417030334473,0.11823711544275284,-0.058331165462732315,27607,188106,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBD54C20>,4059905826,-2.604966127421444e-25,-1.4288778599737702e+27,2.3062874869037473e-35,2.2896960748860357e-14,2.517054340574166e-40,6.979497708007332e-39,9.183549615799121e-41,-0.0003528594970703125,15994,188106,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBD549A0>,1023401078,-0.06157492473721504,0.2118481695652008,-0.21783269941806793,-0.12379158288240433,-0.9446401000022888,0.002963421866297722,1.8367239361444675e-40,-1.627025617018337e-30,16134,188106,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBD54860>,1038352000,0.2848479449748993,-0.08687731623649597,-0.058838143944740295,0.6414040327072144,-0.7599942684173584,0.0,0.0,0.0,0,188106,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EB43451D0>,0,0.0,1.401298464324817e-44,3.643376007244524e-43,9.183689745645554e-41,0.2908334732055664,0.03692401200532913,-0.08712420612573624,0.0073377336375415325,586,188106,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAEC70>,1058814333,0.1229943037033081,-0.14574432373046875,0.6467928290367126,0.09135331213474274,-0.13626693189144135,0.6056766510009766,0.1171012595295906,-0.05858975276350975,29368,188107,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAE5E0>,205471522,-6.240932076684302e-11,-2998801664.0,4431759.0,5.882798934231067e-23,2.517054340574166e-40,6.979497708007332e-39,9.183549615799121e-41,-5.252659320831299e-07,15994,188107,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAEEA0>,1023402785,-0.061576761305332184,0.21156173944473267,-0.21811267733573914,-0.12372910231351852,-0.9446479678153992,0.0029681900050491095,1.8367239361444675e-40,-1.627025617018337e-30,16134,188107,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAE8B0>,1038352000,0.2848479449748993,-0.08687731623649597,-0.058838143944740295,0.6414040327072144,-0.7599942684173584,0.0,0.0,0.0,0,188107,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAE6D0>,0,0.0,1.401298464324817e-44,3.643376007244524e-43,9.183689745645554e-41,0.2908127009868622,0.0369141511619091,-0.08711398392915726,0.007337505463510752,586,188107,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBD54EF0>,1058808896,0.12177710235118866,-0.1458994299173355,0.6467032432556152,0.09018335491418839,-0.13643036782741547,0.6050958037376404,0.1157180517911911,-0.05887281894683838,28791,188108,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBD541D0>,1631862562,-734164.875,-4.2699413449476253e-10,-6.517827210586288e-29,1.6671537090894814e-23,2.517054340574166e-40,6.979497708007332e-39,9.183549615799121e-41,-8.981260180007666e-12,15994,188108,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAEE00>,1023397253,-0.061575017869472504,0.2113140970468521,-0.21837633848190308,-0.12377097457647324,-0.944636881351471,0.0029701923485845327,1.8367239361444675e-40,-1.627025617018337e-30,16134,188108,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAEEF0>,1038352000,0.2848479449748993,-0.08687731623649597,-0.058838143944740295,0.6414040327072144,-0.7599942684173584,0.0,0.0,0.0,0,188108,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAE5E0>,0,0.0,1.401298464324817e-44,3.643376007244524e-43,9.183689745645554e-41,0.2907683849334717,0.03691019117832184,-0.08713556081056595,0.007337092887610197,586,188108,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBD54A40>,1058802836,0.1205146312713623,-0.14606410264968872,0.6465231776237488,0.089124396443367,-0.1365111917257309,0.6044813990592957,0.11404005438089371,-0.059040434658527374,28373,188109,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBD546D0>,3049013026,7.596008944632101e-37,-9.080471691669866e-32,2.1145322294083584e+16,7.265000639937309e-28,2.517054340574166e-40,6.979497708007332e-39,9.183549615799121e-41,-1.5829351718288365e-17,15994,188109,5,3,True,Left,Front,Centre,Left,50
<_io.BytesIO object at 0x0000014EBBCAE0E0>,1023393340,-0.061580389738082886,0.2109716236591339,-0.2188282012939453,-0.12384041398763657,-0.9445997476577759,0.0029730028472840786,1.8367239361444675e-40,-1.627025617018337e-30,16134,188109,5,3,True,Left,Front,Centre,Left,50
