_io,asset_ID,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,error,tracking_valid,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001A1F17006D0>,1057312593,0.07008528709411621,0.08982588350772858,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.5495468378067017,0.11558625847101212,0.061519257724285126,283,167310,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F1700450>,1056718925,0.15356306731700897,0.12807434797286987,0.45820990204811096,0.15483267605304718,0.19831392168998718,0.5134581327438354,0.11844664067029953,0.13840867578983307,2,167320,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F1700D60>,4980736,1.8367099231598242e-40,-8.803908713161945e-10,-3985342.5,-2.610519089785157e-08,-4.524720877887074e-27,-3.859099672353912e-20,-1.1438457065225819e+26,-8.888019756553241e-32,16216,167320,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F1700900>,0,9.183549615799121e-41,-1.4195346025471803e+19,1.0773495918406461e+28,-6.595876812186755e-20,-0.00029896540218032897,-1.135397392884728e+28,-1.838021569808654e+33,0.002574836602434516,-16595,167320,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F180CE50>,1056517771,0.15298928320407867,0.13674411177635193,0.5062560439109802,0.1146555244922638,0.14680612087249756,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,-20366,167321,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F180C270>,3396550394,-2.610519089785157e-08,-4.499477328920001e-27,-3.8379238486725545e-20,-1.1438457065225819e+26,-8.888019756553241e-32,2.2723455897491234e-41,0.0,1.401298464324817e-45,-25107,167321,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16A1900>,1056323712,0.1525004655122757,0.14515019953250885,0.49918168783187866,0.11570155620574951,0.15015259385108948,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,-20366,167322,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F17E2540>,3396550394,-2.610519089785157e-08,-4.499477328920001e-27,-3.8379238486725545e-20,-1.1438457065225819e+26,-8.888019756553241e-32,2.2723455897491234e-41,0.0,1.401298464324817e-45,23591,167322,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16F4450>,1056133699,0.15155166387557983,0.15341097116470337,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167323,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16A7EA0>,1055928035,0.1519566774368286,0.1604076772928238,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167324,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1EE97E4F0>,1055714127,0.15216241776943207,0.16795045137405396,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167325,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F1711810>,1055519438,0.15240049362182617,0.1749037653207779,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167326,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1EE97E540>,1053651848,0.05616098269820213,0.24421952664852142,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167329,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16F4180>,1053614193,0.055976808071136475,0.3146141767501831,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167342,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F1701310>,1053691099,0.056706503033638,0.31787601113319397,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167343,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F1701950>,1053767195,0.057559043169021606,0.3206897974014282,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167344,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F17E2DB0>,1053846072,0.05848401039838791,0.3230912387371063,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167345,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16A72C0>,1053925008,0.05947822704911232,0.32533881068229675,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167346,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1EE9AB4A0>,1054008744,0.060422491282224655,0.3272930085659027,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167347,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16E3EF0>,1054086702,0.06113137677311897,0.32895806431770325,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167348,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F1706DB0>,1054180149,0.061875343322753906,0.3303508460521698,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167349,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F1710860>,1054273466,0.0625050961971283,0.3313811123371124,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167350,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16FF360>,1054372101,0.0632563903927803,0.3321651518344879,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167351,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1EE924310>,1054467712,0.06357014924287796,0.3326927721500397,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167352,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16A11D0>,1054556469,0.0639578104019165,0.3330431580543518,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167353,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F17E23B0>,1054648080,0.06403941661119461,0.3331528604030609,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167354,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16FF8B0>,1054742827,0.0639609768986702,0.333354651927948,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167355,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F1710810>,1054828195,0.06388798356056213,0.33323514461517334,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167356,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F1706B30>,1054923680,0.06355992704629898,0.3331807851791382,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167357,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16CB3B0>,1055026444,0.06309626996517181,0.33310386538505554,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167358,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1EE9AB270>,1055135413,0.0625234991312027,0.3330448567867279,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167359,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16A7B30>,1055250129,0.06178567558526993,0.3328586518764496,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167360,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16F4310>,1055369008,0.061506237834692,0.3332584500312805,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167361,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F17E26D0>,1055482132,0.06113959476351738,0.33354872465133667,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167362,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16CBCC0>,1055598482,0.06151677295565605,0.334276407957077,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167363,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F17008B0>,1055727983,0.06140885874629021,0.3347276449203491,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167364,3,7,True,Left,Back,Right,Left,72
<_io.BytesIO object at 0x000001A1F16F4E00>,1055854318,0.06151849776506424,0.33509525656700134,2.802596928649634e-45,1.064986832886861e-43,2.802596928649634e-45,0.4896274209022522,0.11562051624059677,0.15595579147338867,-27726,167365,3,7,True,Left,Back,Right,Left,72
