_io,asset_ID,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,error,tracking_valid,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x0000020F0208B590>,1059194012,0.07799021899700165,0.775750994682312,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.505399227142334,0.0761060118675232,-0.11625369638204575,-14468,188106,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F0208B770>,1059192746,0.07792448997497559,0.7756023406982422,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5055734515190125,0.07594281435012817,-0.11630924046039581,-8522,188107,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F02084EA0>,1059192589,0.07792232185602188,0.7755240797996521,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.505734384059906,0.07571187615394592,-0.11633070558309555,-29020,188108,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F02084860>,1059192541,0.07791422307491302,0.7754475474357605,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5058764219284058,0.07558297365903854,-0.11637146025896072,-11176,188109,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F02084CC0>,1059191922,0.07794076204299927,0.7753683924674988,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.505957841873169,0.0753093957901001,-0.11630123108625412,13441,188110,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F0208BAE0>,1059191094,0.07800144702196121,0.775321364402771,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.506015419960022,0.07522164285182953,-0.11626468598842621,-19126,188111,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F02084F40>,1059191192,0.07799486070871353,0.7752563953399658,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.506016731262207,0.07513175159692764,-0.11619400233030319,21118,188112,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F0207B180>,1059191324,0.07799000293016434,0.7751960754394531,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5059709548950195,0.07519061118364334,-0.11610196530818939,30465,188113,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F02084720>,1059191499,0.07798776030540466,0.7751318216323853,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5058910846710205,0.07534326612949371,-0.11600299924612045,30765,188114,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F020841D0>,1059191710,0.07803713530302048,0.7750725150108337,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.505776047706604,0.07557696849107742,-0.11583708226680756,13314,188115,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F02084130>,1059191963,0.07803275436162949,0.7750014662742615,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5056655406951904,0.07596657425165176,-0.1156696155667305,29543,188116,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F0207B180>,1059192619,0.07802280783653259,0.7749326229095459,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5055379867553711,0.07611788064241409,-0.11548743396997452,25793,188117,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F0208BF90>,1059194089,0.07796699553728104,0.7747898101806641,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5053847432136536,0.07640864700078964,-0.11525220423936844,19659,188118,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F020847C0>,1059194399,0.07797030359506607,0.7747345566749573,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5052481889724731,0.07679373770952225,-0.11509367823600769,13245,188119,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F0208B5E0>,1059194755,0.07796785235404968,0.7746790051460266,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5050883889198303,0.07704658806324005,-0.11490675061941147,-6999,188120,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F02084180>,1059195161,0.07796014845371246,0.7746268510818481,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5049636960029602,0.07733506709337234,-0.11477570235729218,14199,188121,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F02084F90>,1059195860,0.077968068420887,0.7745513916015625,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5048236846923828,0.07759140431880951,-0.1146315261721611,28569,188122,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F0207B770>,1059196422,0.07797732204198837,0.7744547724723816,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5046904683113098,0.0778001919388771,-0.11450442671775818,-31019,188123,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F0207B450>,1059197144,0.07799167186021805,0.7744075059890747,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5045815706253052,0.07799791544675827,-0.114407479763031,-28293,188124,4,5,True,Right,Back,Right,Centre,73
<_io.BytesIO object at 0x0000020F02084EF0>,1059197612,0.07798120379447937,0.7743761539459229,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5044726729393005,0.07825259119272232,-0.1142997294664383,-30621,188125,4,5,True,Right,Back,Right,Centre,73
