_io,asset_ID,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,error,tracking_valid,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x00000167D1FF5310>,1057626513,0.13113407790660858,0.23440369963645935,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5449564456939697,0.12834933400154114,0.2601560652256012,-23394,514714,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D1FFBD10>,1059091888,0.13702638447284698,0.25008368492126465,0.565114438533783,0.18378105759620667,0.3133476972579956,0.5695997476577759,0.0818159356713295,0.23418010771274567,2,514726,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D1FFB220>,4980736,9.183549615799121e-41,-5.0406318577450124e-24,-3.533320580562105e-10,1025809988976640.0,-3.624621513154125e-06,4448081.5,-1.0819698131080315e+18,-9.157745728047159e-30,-16554,514726,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D1FFB310>,0,1.8367099231598242e-40,-14156212207616.0,643205108334592.0,2.5947932898588846e-36,-1.77148890793915e+32,-2.7041809015446184e-27,-103.62134552001953,1.3770064086478752e-31,16052,514726,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D1FF1540>,1059140918,0.1351669728755951,0.2497749775648117,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514727,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D2058860>,1059190850,0.13321180641651154,0.24936774373054504,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514728,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D1FF15E0>,1059240278,0.13114258646965027,0.24894073605537415,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514729,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D2019C20>,1059291000,0.1288989633321762,0.2484249770641327,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514730,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167CF289900>,1059341712,0.12680555880069733,0.24785205721855164,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514731,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D1FF2C20>,1059390577,0.12473447620868683,0.24729527533054352,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514732,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167CF2B6770>,1059439768,0.12267495691776276,0.24666596949100494,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514733,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D202C8B0>,1059487128,0.1206451952457428,0.24599874019622803,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514734,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167CF289EF0>,1059533118,0.1187523752450943,0.2452794760465622,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514735,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D1FF64F0>,1059577623,0.11718270927667618,0.24451692402362823,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514736,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D204C130>,1059623270,0.11567548662424088,0.2439950704574585,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514737,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167CF2B6AE0>,1059668335,0.11419285088777542,0.24353055655956268,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514738,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D1FF1450>,1059711008,0.11267652362585068,0.24303333461284637,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514739,5,1,True,Right,Front,Centre,Right,75
<_io.BytesIO object at 0x00000167D2019E50>,1059751690,0.11095274984836578,0.24226894974708557,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5687372088432312,0.12567046284675598,0.2623932659626007,-18830,514740,5,1,True,Right,Front,Centre,Right,75
