_io,asset_ID,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,error,tracking_valid,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x00000229E4D40090>,1057039380,0.08212604373693466,0.05511050671339035,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.503560483455658,0.11631117016077042,0.013191141188144684,-30333,1276865,6,3,True,Right,Back,Right,Left,71
<_io.BytesIO object at 0x00000229E4E34720>,1057138705,0.08180126547813416,0.1187252327799797,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5096002221107483,0.11752021312713623,0.07956325262784958,-22899,1276873,6,3,True,Right,Back,Right,Left,71
<_io.BytesIO object at 0x00000229E4E4A860>,1057650772,0.1312689483165741,0.26840507984161377,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.49589410424232483,0.1046392023563385,0.21323180198669434,-16066,1276889,6,3,True,Right,Back,Right,Left,71
<_io.BytesIO object at 0x00000229E4D1A040>,1057615255,0.12935025990009308,0.27614933252334595,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.49341458082199097,0.10270565003156662,0.2197532057762146,-3304,1276890,6,3,True,Right,Back,Right,Left,71
<_io.BytesIO object at 0x00000229E4D009A0>,1057250794,0.132188618183136,0.19841597974300385,0.5368505120277405,0.12817084789276123,0.2834402024745941,0.4746731221675873,0.1123509407043457,0.20096942782402039,23895,1276891,6,3,True,Right,Back,Right,Left,71
<_io.BytesIO object at 0x00000229E4D00220>,2972270324,-3.7727553717559204e-05,2.060006833449984e-40,6.979497708007332e-39,9.183549615799121e-41,-54492397568.0,-4.082340012270927e+35,33018529972224.0,nan,-17097,1276891,6,3,True,Right,Back,Right,Left,71
<_io.BytesIO object at 0x00000229E4D00A90>,1049125692,0.295894980430603,0.9162313342094421,0.0,1.8367099231598242e-40,-143881404416.0,5799.912109375,596961.4375,-4.906776496227394e-08,16022,1276891,6,3,True,Right,Back,Right,Left,71
<_io.BytesIO object at 0x00000229E4D00EF0>,1048245083,-0.3148482143878937,0.868433952331543,0.000899537350051105,1.401298464324817e-45,0.0,0.0,0.0,8.265194654219209e-40,0,1276891,6,3,True,Right,Back,Right,Left,71
<_io.BytesIO object at 0x00000229E4CCFBD0>,1057220082,0.13137900829315186,0.20564405620098114,0.5352604389190674,0.12714527547359467,0.2899843454360962,0.47585511207580566,0.0814618170261383,0.1925053894519806,2,1276892,6,3,True,Right,Back,Right,Left,71
<_io.BytesIO object at 0x00000229E4CCF720>,4980736,9.183549615799121e-41,-54492397568.0,-4.082340012270927e+35,33018529972224.0,nan,3.481622252254283e+21,nan,-2.0121437093420805e-30,16234,1276892,6,3,True,Right,Back,Right,Left,71
<_io.BytesIO object at 0x00000229E4CCF1D0>,0,1.8367099231598242e-40,-1.590140912926291e+34,-2740179.0,3.789113879547152e+25,-3.5917145993491495e-12,3.0968272659418756e-30,1537162880.0,39787100635136.0,16222,1276892,6,3,True,Right,Back,Right,Left,71
