_io,asset_ID,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,error,tracking_valid,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x000001E89D499090>,1056801014,0.061105500906705856,0.025795813649892807,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.49738407135009766,0.10027474164962769,0.05891743302345276,-3577,368126,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89A5D1220>,1057577934,0.056358400732278824,0.14344702661037445,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.5084983110427856,0.10844273865222931,0.11456210166215897,6372,368139,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89D392D10>,1056983715,0.11479885131120682,0.13040761649608612,0.5607480406761169,0.1558147370815277,0.18871335685253143,0.5237753391265869,0.15182273089885712,0.11971910297870636,2,368149,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89D392090>,4980736,9.183549615799121e-41,-4.0082036683597414e+17,-4.834061783869071e+29,-1.90727196521161e+22,7.959962306262544e-14,2.400877314895587e+33,2.7026229426066126e-15,6.5577376467169514e-21,-16550,368149,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89D392EF0>,0,1.8367099231598242e-40,-5.336765558434038e+17,7.802359223387423e+17,-0.0025671308394521475,-3.973936465767047e+32,-5.603776361933685e-26,8563616907264.0,-3.189991494306087e-39,16252,368149,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89D32AB30>,1057992328,0.1587434560060501,0.1900450885295868,0.5271231532096863,0.15167877078056335,0.12378700077533722,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,-9038,368150,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89A5D1EA0>,4039327495,-1.90727196521161e+22,7.959962306262544e-14,2.400877314895587e+33,2.7026229426066126e-15,6.5577376467169514e-21,6.864400657341549e-41,0.0,2.802596928649634e-45,-9113,368150,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89D3C5D60>,1057990407,0.16107267141342163,0.1918606013059616,0.530479371547699,0.15166789293289185,0.12790241837501526,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,-9038,368151,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89D3C5BD0>,4039327495,-1.90727196521161e+22,7.959962306262544e-14,2.400877314895587e+33,2.7026229426066126e-15,6.5577376467169514e-21,6.864400657341549e-41,0.0,2.802596928649634e-45,-7879,368151,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89A568180>,1057991510,0.1636589914560318,0.19386668503284454,0.5340087413787842,0.15171977877616882,0.13217034935951233,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,-9038,368152,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89A5686D0>,4039327495,-1.90727196521161e+22,7.959962306262544e-14,2.400877314895587e+33,2.7026229426066126e-15,6.5577376467169514e-21,6.864400657341549e-41,0.0,2.802596928649634e-45,-6046,368152,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89D499C70>,1057598170,0.1515175700187683,0.1371278613805771,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.53071129322052,0.1122756227850914,0.1405201107263565,10675,368153,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89A5B49F0>,1057657991,0.15134206414222717,0.14200250804424286,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.53071129322052,0.1122756227850914,0.1405201107263565,10675,368154,1,5,True,Right,Back,Centre,Right,57
<_io.BytesIO object at 0x000001E89D3A2310>,1057718442,0.15139414370059967,0.14667825400829315,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,0.53071129322052,0.1122756227850914,0.1405201107263565,10675,368155,1,5,True,Right,Back,Centre,Right,57
