_io,asset_ID,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,error,tracking_valid,frame,trial_num,block_num,practicing,left_right_hand,palm_back_hand,target_loc,distractor_loc,participant_id
<_io.BytesIO object at 0x00000229E4CEEEA0>,1052087436,-0.1144525483250618,-0.19221146404743195,0.39517489075660706,-0.10090707987546921,-0.18059352040290833,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238907,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CEE4F0>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,-32562,1238907,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4E3B630>,1052088206,-0.11447172611951828,-0.19227324426174164,0.39519041776657104,-0.10092893242835999,-0.18064188957214355,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238908,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4E3B590>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,28070,1238908,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CEE1D0>,1052088554,-0.11447945982217789,-0.19233115017414093,0.3951973617076874,-0.10094047337770462,-0.18068654835224152,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238909,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CEEEA0>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,22179,1238909,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CEEBD0>,1052088608,-0.11448532342910767,-0.1923973709344864,0.39518609642982483,-0.10095132142305374,-0.18073168396949768,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238910,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4E3B900>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,14131,1238910,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CEE130>,1052088915,-0.11449944972991943,-0.19244936108589172,0.3951963782310486,-0.10096248984336853,-0.18077312409877777,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238911,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CEEEF0>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,5474,1238911,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CEEF40>,1052089942,-0.11452829092741013,-0.1924862116575241,0.39521148800849915,-0.10099303722381592,-0.18080323934555054,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238912,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CEE900>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,-5684,1238912,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4E3B6D0>,1052090675,-0.11455520242452621,-0.1925067901611328,0.39524590969085693,-0.10102935880422592,-0.18079541623592377,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238913,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4E3B2C0>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,-19010,1238913,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CF9D60>,1052091438,-0.11457660049200058,-0.19249726831912994,0.3953557014465332,-0.10113118588924408,-0.1807888001203537,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238914,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CF9540>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,-32034,1238914,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CEED60>,1052092816,-0.11460433900356293,-0.19247788190841675,0.3954507112503052,-0.10122723132371902,-0.18075400590896606,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238915,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4E3B2C0>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,26543,1238915,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CF9950>,1052093960,-0.11463311314582825,-0.19244123995304108,0.39553317427635193,-0.10134906321763992,-0.1807217001914978,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238916,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CF9A40>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,19988,1238916,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CEE1D0>,1052095312,-0.11466718465089798,-0.19238832592964172,0.3954806625843048,-0.10128043591976166,-0.18065881729125977,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238917,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CEE9F0>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,17181,1238917,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4E3BA90>,1052097191,-0.11470741778612137,-0.19232560694217682,0.3962860107421875,-0.10227774828672409,-0.18061946332454681,2.802596928649634e-45,1.064986832886861e-43,1.401298464324817e-45,19122,1238918,3,1,True,Left,Back,Centre,Left,71
<_io.BytesIO object at 0x00000229E4CF9400>,114900737,-16990379966464.0,-4.317743363177579e+31,2.697703001776913e-19,4129598707073024.0,6.835397781956652e+23,2.2736067583670157e-41,0.0,2.802596928649634e-45,14580,1238918,3,1,True,Left,Back,Centre,Left,71
